Overriding config with config/exp3_heads.py:
# Experiment 3 - Attention head sweep
# Vary: n_head ∈ {4, 8, 16, 32}
# Fixed: n_layer = 6, n_embd = 256, dropout = 0.0

out_dir = 'out-exp3-heads'
eval_interval = 250
eval_iters = 200
log_interval = 10

always_save_checkpoint = False

wandb_log = False
wandb_project = 'tinystories'
wandb_run_name = 'exp3-heads'

dataset = 'tinystories'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256

# baby GPT model
n_layer = 6
n_head = 8  # overridden via command line
n_embd = 256
dropout = 0.0

learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99

warmup_iters = 100

device = 'mps'
compile = False

Overriding: out_dir = out-exp3-head32
Overriding: n_head = 32
Overriding: wandb_run_name = exp3-head32
tokens per iteration will be: 16,384
found vocab_size = 228 (inside data/tinystories/meta.pkl)
Initializing a new model from scratch
number of parameters: 4.78M
/Users/fredrik/Developer/uit/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
/Users/fredrik/Developer/uit/nanoGPT/.venv/lib/python3.12/site-packages/torch/cuda/amp/grad_scaler.py:31: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  super().__init__(
num decayed parameter tensors: 26, with 4,842,496 parameters
num non-decayed parameter tensors: 13, with 3,328 parameters
iter 3840: loss 0.6250, time 668.03ms, mfu 0.26%
iter 3850: loss 0.6369, time 649.74ms, mfu 0.26%
iter 3860: loss 0.6192, time 653.83ms, mfu 0.26%
iter 3870: loss 0.6207, time 640.92ms, mfu 0.26%
iter 3880: loss 0.6162, time 659.02ms, mfu 0.26%
iter 3890: loss 0.6191, time 646.20ms, mfu 0.27%
iter 3900: loss 0.6253, time 669.35ms, mfu 0.27%
iter 3910: loss 0.6309, time 645.52ms, mfu 0.27%
iter 3920: loss 0.6011, time 645.29ms, mfu 0.27%
iter 3930: loss 0.6331, time 644.01ms, mfu 0.27%
iter 3940: loss 0.6146, time 649.36ms, mfu 0.27%
iter 3950: loss 0.6388, time 647.71ms, mfu 0.27%
iter 3960: loss 0.6082, time 643.78ms, mfu 0.27%
iter 3970: loss 0.6210, time 642.95ms, mfu 0.27%
iter 3980: loss 0.6333, time 655.12ms, mfu 0.27%
iter 3990: loss 0.5930, time 647.59ms, mfu 0.27%
step 4000: train loss 0.6226, val loss 0.6237
saving checkpoint to out-exp3-head32
iter 4000: loss 0.6197, time 91090.16ms, mfu 0.24%
iter 4010: loss 0.6296, time 636.86ms, mfu 0.25%
iter 4020: loss 0.6358, time 635.38ms, mfu 0.25%
iter 4030: loss 0.6567, time 640.94ms, mfu 0.25%
iter 4040: loss 0.6251, time 636.28ms, mfu 0.25%
iter 4050: loss 0.5972, time 644.23ms, mfu 0.26%
iter 4060: loss 0.6244, time 639.58ms, mfu 0.26%
iter 4070: loss 0.5802, time 635.37ms, mfu 0.26%
iter 4080: loss 0.6400, time 639.90ms, mfu 0.26%
iter 4090: loss 0.6395, time 636.58ms, mfu 0.26%
iter 4100: loss 0.6540, time 645.27ms, mfu 0.26%
iter 4110: loss 0.6023, time 629.52ms, mfu 0.26%
iter 4120: loss 0.6010, time 636.84ms, mfu 0.27%
iter 4130: loss 0.6211, time 635.78ms, mfu 0.27%
iter 4140: loss 0.6068, time 632.09ms, mfu 0.27%
iter 4150: loss 0.6025, time 639.83ms, mfu 0.27%
iter 4160: loss 0.6169, time 635.40ms, mfu 0.27%
iter 4170: loss 0.6172, time 633.61ms, mfu 0.27%
iter 4180: loss 0.6124, time 645.70ms, mfu 0.27%
iter 4190: loss 0.6206, time 633.63ms, mfu 0.27%
iter 4200: loss 0.6292, time 630.36ms, mfu 0.27%
iter 4210: loss 0.6128, time 638.59ms, mfu 0.27%
iter 4220: loss 0.6117, time 633.14ms, mfu 0.27%
iter 4230: loss 0.6005, time 637.10ms, mfu 0.27%
iter 4240: loss 0.6087, time 623.86ms, mfu 0.27%
step 4250: train loss 0.6142, val loss 0.6158
saving checkpoint to out-exp3-head32
iter 4250: loss 0.6122, time 90304.97ms, mfu 0.25%
iter 4260: loss 0.6060, time 636.54ms, mfu 0.25%
iter 4270: loss 0.6046, time 655.53ms, mfu 0.25%
iter 4280: loss 0.5994, time 636.24ms, mfu 0.25%
iter 4290: loss 0.6167, time 634.28ms, mfu 0.26%
iter 4300: loss 0.6088, time 635.54ms, mfu 0.26%
iter 4310: loss 0.6353, time 638.63ms, mfu 0.26%
iter 4320: loss 0.6034, time 634.48ms, mfu 0.26%
iter 4330: loss 0.6342, time 647.58ms, mfu 0.26%
iter 4340: loss 0.6045, time 573.20ms, mfu 0.27%
iter 4350: loss 0.6085, time 570.04ms, mfu 0.27%
iter 4360: loss 0.6089, time 568.98ms, mfu 0.27%
iter 4370: loss 0.5859, time 571.53ms, mfu 0.28%
iter 4380: loss 0.6137, time 571.26ms, mfu 0.28%
iter 4390: loss 0.6141, time 566.95ms, mfu 0.28%
iter 4400: loss 0.6179, time 575.63ms, mfu 0.29%
iter 4410: loss 0.6201, time 572.85ms, mfu 0.29%
iter 4420: loss 0.6315, time 567.17ms, mfu 0.29%
iter 4430: loss 0.6353, time 568.73ms, mfu 0.29%
iter 4440: loss 0.6265, time 580.29ms, mfu 0.29%
iter 4450: loss 0.5739, time 571.58ms, mfu 0.29%
iter 4460: loss 0.5965, time 568.66ms, mfu 0.30%
iter 4470: loss 0.6272, time 571.29ms, mfu 0.30%
iter 4480: loss 0.6159, time 571.43ms, mfu 0.30%
iter 4490: loss 0.5924, time 567.70ms, mfu 0.30%
step 4500: train loss 0.6129, val loss 0.6130
saving checkpoint to out-exp3-head32
iter 4500: loss 0.6363, time 80362.94ms, mfu 0.27%
iter 4510: loss 0.6111, time 568.35ms, mfu 0.27%
iter 4520: loss 0.6129, time 573.37ms, mfu 0.28%
iter 4530: loss 0.6369, time 581.27ms, mfu 0.28%
iter 4540: loss 0.6103, time 576.01ms, mfu 0.28%
iter 4550: loss 0.6322, time 570.40ms, mfu 0.28%
iter 4560: loss 0.6304, time 574.08ms, mfu 0.29%
iter 4570: loss 0.6124, time 589.55ms, mfu 0.29%
iter 4580: loss 0.5921, time 576.97ms, mfu 0.29%
iter 4590: loss 0.5960, time 577.29ms, mfu 0.29%
iter 4600: loss 0.6004, time 575.65ms, mfu 0.29%
iter 4610: loss 0.5724, time 577.87ms, mfu 0.29%
iter 4620: loss 0.5948, time 577.11ms, mfu 0.29%
iter 4630: loss 0.6142, time 574.74ms, mfu 0.30%
iter 4640: loss 0.5983, time 578.03ms, mfu 0.30%
iter 4650: loss 0.6049, time 577.67ms, mfu 0.30%
iter 4660: loss 0.5901, time 581.77ms, mfu 0.30%
iter 4670: loss 0.5954, time 576.44ms, mfu 0.30%
iter 4680: loss 0.5913, time 574.32ms, mfu 0.30%
iter 4690: loss 0.6084, time 576.33ms, mfu 0.30%
iter 4700: loss 0.6016, time 587.21ms, mfu 0.30%
iter 4710: loss 0.5983, time 578.38ms, mfu 0.30%
iter 4720: loss 0.6155, time 574.85ms, mfu 0.30%
iter 4730: loss 0.6248, time 575.82ms, mfu 0.30%
iter 4740: loss 0.6118, time 579.14ms, mfu 0.30%
step 4750: train loss 0.6064, val loss 0.6096
saving checkpoint to out-exp3-head32
iter 4750: loss 0.5927, time 81508.96ms, mfu 0.27%
iter 4760: loss 0.6054, time 573.00ms, mfu 0.27%
iter 4770: loss 0.5788, time 582.13ms, mfu 0.28%
iter 4780: loss 0.5839, time 579.54ms, mfu 0.28%
iter 4790: loss 0.5776, time 576.99ms, mfu 0.28%
iter 4800: loss 0.6171, time 570.40ms, mfu 0.28%
iter 4810: loss 0.6031, time 573.17ms, mfu 0.29%
iter 4820: loss 0.5791, time 575.69ms, mfu 0.29%
iter 4830: loss 0.5964, time 581.28ms, mfu 0.29%
iter 4840: loss 0.5955, time 576.62ms, mfu 0.29%
iter 4850: loss 0.6345, time 575.20ms, mfu 0.29%
iter 4860: loss 0.6235, time 576.07ms, mfu 0.29%
iter 4870: loss 0.6378, time 573.79ms, mfu 0.30%
iter 4880: loss 0.6026, time 571.74ms, mfu 0.30%
iter 4890: loss 0.5784, time 571.08ms, mfu 0.30%
iter 4900: loss 0.5807, time 567.34ms, mfu 0.30%
iter 4910: loss 0.5711, time 571.82ms, mfu 0.30%
iter 4920: loss 0.6187, time 572.59ms, mfu 0.30%
iter 4930: loss 0.5882, time 566.62ms, mfu 0.30%
iter 4940: loss 0.6202, time 568.72ms, mfu 0.30%
iter 4950: loss 0.6009, time 572.32ms, mfu 0.30%
iter 4960: loss 0.6026, time 569.49ms, mfu 0.30%
iter 4970: loss 0.6174, time 570.71ms, mfu 0.30%
iter 4980: loss 0.5852, time 571.45ms, mfu 0.30%
iter 4990: loss 0.6089, time 571.45ms, mfu 0.30%
step 5000: train loss 0.6049, val loss 0.6062
saving checkpoint to out-exp3-head32
iter 5000: loss 0.6108, time 80543.51ms, mfu 0.27%
