Overriding config with config/exp3_heads.py:
# Experiment 3 - Attention head sweep
# Vary: n_head ∈ {4, 8, 16, 32}
# Fixed: n_layer = 6, n_embd = 256, dropout = 0.0

out_dir = 'out-exp3-heads'
eval_interval = 250
eval_iters = 200
log_interval = 10

always_save_checkpoint = False

wandb_log = False
wandb_project = 'tinystories'
wandb_run_name = 'exp3-heads'

dataset = 'tinystories'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256

# baby GPT model
n_layer = 6
n_head = 8  # overridden via command line
n_embd = 256
dropout = 0.0

learning_rate = 1e-3
max_iters = 5000
lr_decay_iters = 5000
min_lr = 1e-4
beta2 = 0.99

warmup_iters = 100

device = 'mps'
compile = False

Overriding: out_dir = out-exp3-head8
Overriding: n_head = 8
Overriding: wandb_run_name = exp3-head8
tokens per iteration will be: 16,384
found vocab_size = 228 (inside data/tinystories/meta.pkl)
Initializing a new model from scratch
number of parameters: 4.78M
/Users/fredrik/Developer/uit/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
/Users/fredrik/Developer/uit/nanoGPT/.venv/lib/python3.12/site-packages/torch/cuda/amp/grad_scaler.py:31: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  super().__init__(
num decayed parameter tensors: 26, with 4,842,496 parameters
num non-decayed parameter tensors: 13, with 3,328 parameters
iter 3840: loss 0.6263, time 248.54ms, mfu 0.68%
iter 3850: loss 0.6279, time 252.00ms, mfu 0.68%
iter 3860: loss 0.6102, time 248.09ms, mfu 0.68%
iter 3870: loss 0.6135, time 243.41ms, mfu 0.69%
iter 3880: loss 0.6061, time 247.66ms, mfu 0.69%
iter 3890: loss 0.6174, time 243.46ms, mfu 0.69%
iter 3900: loss 0.6112, time 250.70ms, mfu 0.69%
iter 3910: loss 0.6210, time 246.51ms, mfu 0.69%
iter 3920: loss 0.5973, time 247.12ms, mfu 0.70%
iter 3930: loss 0.6330, time 245.09ms, mfu 0.70%
iter 3940: loss 0.6095, time 246.21ms, mfu 0.70%
iter 3950: loss 0.6301, time 249.66ms, mfu 0.70%
iter 3960: loss 0.6073, time 245.23ms, mfu 0.70%
iter 3970: loss 0.6136, time 249.41ms, mfu 0.70%
iter 3980: loss 0.6224, time 244.47ms, mfu 0.70%
iter 3990: loss 0.5833, time 251.54ms, mfu 0.70%
step 4000: train loss 0.6168, val loss 0.6178
saving checkpoint to out-exp3-head8
iter 4000: loss 0.6133, time 35136.60ms, mfu 0.63%
iter 4010: loss 0.6208, time 245.49ms, mfu 0.64%
iter 4020: loss 0.6314, time 250.35ms, mfu 0.65%
iter 4030: loss 0.6535, time 246.17ms, mfu 0.65%
iter 4040: loss 0.6213, time 244.32ms, mfu 0.66%
iter 4050: loss 0.5900, time 245.06ms, mfu 0.67%
iter 4060: loss 0.6144, time 247.10ms, mfu 0.67%
iter 4070: loss 0.5745, time 246.81ms, mfu 0.67%
iter 4080: loss 0.6319, time 248.57ms, mfu 0.68%
iter 4090: loss 0.6308, time 245.54ms, mfu 0.68%
iter 4100: loss 0.6484, time 247.69ms, mfu 0.68%
iter 4110: loss 0.6026, time 245.58ms, mfu 0.69%
iter 4120: loss 0.5967, time 252.66ms, mfu 0.69%
iter 4130: loss 0.6093, time 246.45ms, mfu 0.69%
iter 4140: loss 0.5999, time 246.56ms, mfu 0.69%
iter 4150: loss 0.5996, time 243.06ms, mfu 0.69%
iter 4160: loss 0.6065, time 246.65ms, mfu 0.70%
iter 4170: loss 0.6147, time 244.70ms, mfu 0.70%
iter 4180: loss 0.6080, time 246.91ms, mfu 0.70%
iter 4190: loss 0.6123, time 248.83ms, mfu 0.70%
iter 4200: loss 0.6219, time 250.07ms, mfu 0.70%
iter 4210: loss 0.5962, time 245.42ms, mfu 0.70%
iter 4220: loss 0.6052, time 248.37ms, mfu 0.70%
iter 4230: loss 0.5947, time 249.54ms, mfu 0.70%
iter 4240: loss 0.6008, time 247.78ms, mfu 0.70%
step 4250: train loss 0.6087, val loss 0.6104
saving checkpoint to out-exp3-head8
iter 4250: loss 0.6089, time 35833.23ms, mfu 0.63%
iter 4260: loss 0.5992, time 247.47ms, mfu 0.64%
iter 4270: loss 0.5976, time 246.19ms, mfu 0.65%
iter 4280: loss 0.5969, time 246.63ms, mfu 0.65%
iter 4290: loss 0.6122, time 254.88ms, mfu 0.66%
iter 4300: loss 0.6042, time 249.94ms, mfu 0.66%
iter 4310: loss 0.6254, time 242.28ms, mfu 0.67%
iter 4320: loss 0.5987, time 256.35ms, mfu 0.67%
iter 4330: loss 0.6254, time 244.34ms, mfu 0.67%
iter 4340: loss 0.6017, time 249.49ms, mfu 0.68%
iter 4350: loss 0.6049, time 255.26ms, mfu 0.68%
iter 4360: loss 0.6043, time 247.11ms, mfu 0.68%
iter 4370: loss 0.5808, time 243.47ms, mfu 0.69%
iter 4380: loss 0.6068, time 252.76ms, mfu 0.69%
iter 4390: loss 0.6072, time 243.95ms, mfu 0.69%
iter 4400: loss 0.6130, time 246.76ms, mfu 0.69%
iter 4410: loss 0.6104, time 250.36ms, mfu 0.69%
iter 4420: loss 0.6259, time 250.93ms, mfu 0.69%
iter 4430: loss 0.6277, time 243.90ms, mfu 0.70%
iter 4440: loss 0.6237, time 248.74ms, mfu 0.70%
iter 4450: loss 0.5703, time 247.98ms, mfu 0.70%
iter 4460: loss 0.5886, time 255.88ms, mfu 0.70%
iter 4470: loss 0.6239, time 244.70ms, mfu 0.70%
iter 4480: loss 0.6033, time 253.59ms, mfu 0.70%
iter 4490: loss 0.5875, time 246.00ms, mfu 0.70%
step 4500: train loss 0.6068, val loss 0.6068
saving checkpoint to out-exp3-head8
iter 4500: loss 0.6305, time 35098.83ms, mfu 0.63%
iter 4510: loss 0.6114, time 245.32ms, mfu 0.64%
iter 4520: loss 0.6124, time 245.79ms, mfu 0.65%
iter 4530: loss 0.6340, time 247.36ms, mfu 0.65%
iter 4540: loss 0.6047, time 244.81ms, mfu 0.66%
iter 4550: loss 0.6275, time 252.02ms, mfu 0.66%
iter 4560: loss 0.6223, time 244.16ms, mfu 0.67%
iter 4570: loss 0.6017, time 252.85ms, mfu 0.67%
iter 4580: loss 0.5853, time 246.02ms, mfu 0.67%
iter 4590: loss 0.5897, time 253.86ms, mfu 0.68%
iter 4600: loss 0.5935, time 245.73ms, mfu 0.68%
iter 4610: loss 0.5653, time 249.45ms, mfu 0.68%
iter 4620: loss 0.5888, time 245.55ms, mfu 0.69%
iter 4630: loss 0.6082, time 247.65ms, mfu 0.69%
iter 4640: loss 0.5936, time 242.21ms, mfu 0.69%
iter 4650: loss 0.6025, time 245.70ms, mfu 0.69%
iter 4660: loss 0.5828, time 243.10ms, mfu 0.70%
iter 4670: loss 0.5915, time 245.69ms, mfu 0.70%
iter 4680: loss 0.5884, time 250.63ms, mfu 0.70%
iter 4690: loss 0.6010, time 245.23ms, mfu 0.70%
iter 4700: loss 0.5960, time 244.04ms, mfu 0.70%
iter 4710: loss 0.5910, time 244.69ms, mfu 0.70%
iter 4720: loss 0.6109, time 247.48ms, mfu 0.70%
iter 4730: loss 0.6202, time 244.82ms, mfu 0.71%
iter 4740: loss 0.6074, time 249.49ms, mfu 0.70%
step 4750: train loss 0.6003, val loss 0.6033
saving checkpoint to out-exp3-head8
iter 4750: loss 0.5927, time 35163.81ms, mfu 0.63%
iter 4760: loss 0.5974, time 246.59ms, mfu 0.64%
iter 4770: loss 0.5741, time 243.33ms, mfu 0.65%
iter 4780: loss 0.5767, time 245.37ms, mfu 0.66%
iter 4790: loss 0.5729, time 244.03ms, mfu 0.66%
iter 4800: loss 0.6136, time 246.91ms, mfu 0.67%
iter 4810: loss 0.6006, time 248.13ms, mfu 0.67%
iter 4820: loss 0.5728, time 249.40ms, mfu 0.67%
iter 4830: loss 0.5871, time 249.97ms, mfu 0.68%
iter 4840: loss 0.5892, time 250.47ms, mfu 0.68%
iter 4850: loss 0.6275, time 248.98ms, mfu 0.68%
iter 4860: loss 0.6174, time 247.27ms, mfu 0.68%
iter 4870: loss 0.6288, time 248.00ms, mfu 0.69%
iter 4880: loss 0.5948, time 248.27ms, mfu 0.69%
iter 4890: loss 0.5706, time 248.07ms, mfu 0.69%
iter 4900: loss 0.5699, time 249.34ms, mfu 0.69%
iter 4910: loss 0.5637, time 248.40ms, mfu 0.69%
iter 4920: loss 0.6104, time 242.92ms, mfu 0.70%
iter 4930: loss 0.5772, time 248.35ms, mfu 0.70%
iter 4940: loss 0.6143, time 243.87ms, mfu 0.70%
iter 4950: loss 0.5943, time 248.98ms, mfu 0.70%
iter 4960: loss 0.5983, time 244.51ms, mfu 0.70%
iter 4970: loss 0.6130, time 254.24ms, mfu 0.70%
iter 4980: loss 0.5839, time 246.54ms, mfu 0.70%
iter 4990: loss 0.5984, time 248.83ms, mfu 0.70%
step 5000: train loss 0.5983, val loss 0.6000
saving checkpoint to out-exp3-head8
iter 5000: loss 0.6055, time 35175.30ms, mfu 0.63%
